iteration,archive_index,f1,f2
6,16,0.6215504018649758,0.2904279371586494
6,17,1.0,0.07533053556744836
7,0,0.3152158381630614,0.5441289603945396
7,1,0.2633216508846625,0.5758202186581034
7,2,0.3830973265642717,0.4418495060581768
7,3,0.005793927290062284,0.9675230579419036
7,4,0.03933714182163808,0.8704259734939528
7,5,0.1333509054801168,0.6354474243397824
7,6,0.6718838556778612,0.22946397236721852
7,7,0.15985144597332687,0.6046081929541339
7,8,0.31904271000812345,0.5276967164010989
7,9,0.0,1.0
7,10,0.39489122557005873,0.3715962877496197
7,11,0.6984400113893035,0.22915687810029325
7,12,0.7778693610896507,0.1485610571932937
7,13,0.011535392316271376,0.8925970562960616
7,14,0.7420412968147463,0.19628275356392352
7,15,0.5,0.3019843115461618
7,16,0.5934117510775524,0.24914257680625282
7,17,0.3676042044027955,0.5253944371827498
7,18,0.008553052443329774,0.9226344664276989
7,19,0.06716856805499301,0.8376299200751727
7,20,0.0,1.0
7,21,0.22735354939389865,0.5942862206244208
7,22,1.0,0.015363265157351381
7,23,0.9913907485406459,0.03180755966598511
7,24,0.8740452295981174,0.06509613884735865
7,25,0.0,1.0
7,26,0.6213179832726226,0.24287053796953367
7,27,0.08590511135008627,0.7302010998037919
7,28,0.0,1.0
7,29,0.11455790446436531,0.6641449757179625
7,30,0.0,1.0
8,0,0.005793927290062284,0.9675230579419036
8,1,0.03933714182163808,0.8704259734939528
8,2,0.1333509054801168,0.6354474243397824
8,3,0.15985144597332687,0.6046081929541339
8,4,0.0,1.0
8,5,0.39489122557005873,0.3715962877496197
8,6,0.011535392316271376,0.8925970562960616
8,7,0.5934117510775524,0.24914257680625282
8,8,0.008553052443329774,0.9226344664276989
8,9,0.0,1.0
8,10,0.22735354939389865,0.5942862206244208
8,11,0.9913907485406459,0.03180755966598511
8,12,0.8740452295981174,0.06509613884735865
8,13,0.0,1.0
8,14,0.6213179832726226,0.24287053796953367
8,15,0.08590511135008627,0.7302010998037919
8,16,0.0,1.0
8,17,0.11455790446436531,0.6641449757179625
8,18,0.0,1.0
8,19,0.0,1.0
8,20,0.0,1.0
8,21,0.5,0.2928932188134524
8,22,0.04786306634882259,0.8150870734833805
8,23,0.5,0.2928932188134524
8,24,0.8190427100081235,0.12903532292528713
8,25,0.05226308091750065,0.7891562785834474
8,26,0.39865680389167896,0.36860725068173383
8,27,0.11232016525216126,0.6648579924089473
8,28,0.6524507871952138,0.19451076524981334
8,29,0.3101972668285633,0.47338989563574513
8,30,0.7351375545655958,0.1425983703271868
8,31,0.727051950637961,0.14732658617852934
8,32,0.13816239747285008,0.6292622413873593
8,33,0.5089098205744204,0.2866208437482769
8,34,0.3305149890129686,0.44911363937805854
8,35,0.5,0.2928932188134524
8,36,0.923899096260353,0.042227138237473934
8,37,0.5,0.2928932188134524
8,38,0.5085530524433298,0.28744448912845694
8,39,0.0624257526128469,0.7513401176278812
8,40,0.5749493051219614,0.2647424768786851
8,41,0.1230595834502117,0.6492015059179819
8,42,1.0,0.0
8,43,0.37404522959811737,0.41633565965260055
8,44,0.5,0.2928932188134524
8,45,0.2931696901073156,0.47810956959331063
8,46,0.5719357893128941,0.27375551175150703
8,47,0.5,0.2928932188134524
8,48,0.016656619967820335,0.8762023375993315
8,49,0.0,1.0
8,50,0.22947225026071727,0.5557323177407691
9,0,0.005793927290062284,0.9675230579419036
9,1,0.03933714182163808,0.8704259734939528
9,2,0.1333509054801168,0.6354474243397824
9,3,0.15985144597332687,0.6046081929541339
9,4,0.0,1.0
9,5,0.39489122557005873,0.3715962877496197
9,6,0.011535392316271376,0.8925970562960616
9,7,0.5934117510775524,0.24914257680625282
9,8,0.008553052443329774,0.9226344664276989
9,9,0.0,1.0
9,10,0.8740452295981174,0.06509613884735865
9,11,0.0,1.0
9,12,0.08590511135008627,0.7302010998037919
9,13,0.0,1.0
9,14,0.11455790446436531,0.6641449757179625
9,15,0.0,1.0
9,16,0.0,1.0
9,17,0.0,1.0
9,18,0.5,0.2928932188134524
9,19,0.04786306634882259,0.8150870734833805
9,20,0.5,0.2928932188134524
9,21,0.05226308091750065,0.7891562785834474
9,22,0.39865680389167896,0.36860725068173383
9,23,0.11232016525216126,0.6648579924089473
9,24,0.6524507871952138,0.19451076524981334
9,25,0.7351375545655958,0.1425983703271868
9,26,0.727051950637961,0.14732658617852934
9,27,0.13816239747285008,0.6292622413873593
9,28,0.5089098205744204,0.2866208437482769
9,29,0.3305149890129686,0.44911363937805854
9,30,0.5,0.2928932188134524
9,31,0.923899096260353,0.042227138237473934
9,32,0.5,0.2928932188134524
9,33,0.5085530524433298,0.28744448912845694
9,34,0.0624257526128469,0.7513401176278812
9,35,0.5749493051219614,0.2647424768786851
9,36,0.1230595834502117,0.6492015059179819
9,37,1.0,0.0
9,38,0.5,0.2928932188134524
9,39,0.5719357893128941,0.27375551175150703
9,40,0.5,0.2928932188134524
9,41,0.016656619967820335,0.8762023375993315
9,42,0.0,1.0
9,43,0.0,1.0
9,44,0.3428899507190637,0.41443194185554855
9,45,0.1705989801668797,0.5869637059931904
9,46,1.0,0.0
9,47,1.0,0.0
9,48,0.8986568038916789,0.05202489278901479
9,49,0.06057451451425813,0.756378216629349
9,50,0.43820659134883927,0.33973245710047206
9,51,0.3570389325010931,0.413029305956434
9,52,1.0,0.0
9,53,0.40699967979627244,0.36536810972131123
9,54,0.8625328770275819,0.11587160655122823
9,55,0.5030962260221732,0.29070723532368303
9,56,0.7712712987822853,0.12996099085102125
9,57,0.12162348609259759,0.6604852719798261
9,58,0.2544944847829391,0.49965986924021555
9,59,0.4981530791426903,0.2974548366490976
9,60,0.17494929012635407,0.5817306010160986
9,61,1.0,0.0
9,62,0.42389909626035305,0.34892466160946245
9,63,0.5258850185450663,0.27482069903708206
9,64,0.6136698576655037,0.22502237844121556
9,65,0.7047270822174821,0.1605573570321009
9,66,0.28713389577507076,0.4658076428403212
9,67,0.24307568571916605,0.506972936118953
9,68,0.9425720722851636,0.029970947747236514
9,69,0.6230595834502117,0.21065876615356538
9,70,0.5087126720708144,0.28675903646045797
9,71,0.12812190179195693,0.6420588012089739
9,72,0.20323932616373552,0.5509717832723959
9,73,0.6184032885981374,0.2240602973187266
9,74,0.11065528646497119,0.66735110632234
9,75,0.5,0.2928932188134524
9,76,0.7318305610444054,0.1445290413787237
9,77,0.46606098734240786,0.33077331877100274
9,78,0.7748765794886134,0.1197292578481246
9,79,0.22123371872335476,0.5296451140645451
9,80,0.5,0.2928932188134524
9,81,0.0,1.0
10,0,0.005793927290062284,0.9675230579419036
10,1,0.1333509054801168,0.6354474243397824
10,2,0.15985144597332687,0.6046081929541339
10,3,0.011535392316271376,0.8925970562960616
10,4,0.5934117510775524,0.24914257680625282
10,5,0.008553052443329774,0.9226344664276989
10,6,0.0,1.0
10,7,0.8740452295981174,0.06509613884735865
10,8,0.0,1.0
10,9,0.11455790446436531,0.6641449757179625
10,10,0.0,1.0
10,11,0.0,1.0
10,12,0.04786306634882259,0.8150870734833805
10,13,0.5,0.2928932188134524
10,14,0.05226308091750065,0.7891562785834474
10,15,0.11232016525216126,0.6648579924089473
10,16,0.6524507871952138,0.19451076524981334
10,17,0.7351375545655958,0.1425983703271868
10,18,0.727051950637961,0.14732658617852934
10,19,0.5089098205744204,0.2866208437482769
10,20,0.3305149890129686,0.44911363937805854
10,21,0.5,0.2928932188134524
10,22,0.923899096260353,0.042227138237473934
10,23,0.5085530524433298,0.28744448912845694
10,24,0.0624257526128469,0.7513401176278812
10,25,0.1230595834502117,0.6492015059179819
10,26,1.0,0.0
10,27,0.5,0.2928932188134524
10,28,0.016656619967820335,0.8762023375993315
10,29,0.0,1.0
10,30,0.0,1.0
10,31,0.3428899507190637,0.41443194185554855
10,32,0.1705989801668797,0.5869637059931904
10,33,1.0,0.0
10,34,1.0,0.0
10,35,0.8986568038916789,0.05202489278901479
10,36,0.06057451451425813,0.756378216629349
10,37,1.0,0.0
10,38,0.40699967979627244,0.36536810972131123
10,39,0.5030962260221732,0.29070723532368303
10,40,0.7712712987822853,0.12996099085102125
10,41,0.2544944847829391,0.49965986924021555
10,42,0.17494929012635407,0.5817306010160986
10,43,1.0,0.0
10,44,0.5258850185450663,0.27482069903708206
10,45,0.6136698576655037,0.22502237844121556
10,46,0.7047270822174821,0.1605573570321009
10,47,0.28713389577507076,0.4658076428403212
10,48,0.24307568571916605,0.506972936118953
10,49,0.9425720722851636,0.029970947747236514
10,50,0.6230595834502117,0.21065876615356538
10,51,0.5087126720708144,0.28675903646045797
10,52,0.12812190179195693,0.6420588012089739
10,53,0.20323932616373552,0.5509717832723959
10,54,0.6184032885981374,0.2240602973187266
10,55,0.11065528646497119,0.66735110632234
10,56,0.5,0.2928932188134524
10,57,0.7318305610444054,0.1445290413787237
10,58,0.46606098734240786,0.33077331877100274
10,59,0.7748765794886134,0.1197292578481246
10,60,0.22123371872335476,0.5296451140645451
10,61,0.5,0.2928932188134524
10,62,0.3529354947652777,0.4059162561008106
10,63,0.531394596981345,0.2710318271821842
10,64,0.2027783943987601,0.569058939487613
10,65,0.5,0.2928932188134524
10,66,0.7165416767888778,0.15351215201346347
10,67,0.7796279877741231,0.11703454893516752
10,68,1.0,0.0
10,69,0.6870502030975084,0.1908069236359356
10,70,0.5623083956793775,0.2501277470932949
10,71,0.42577751347812465,0.3483061704719335
10,72,0.1800128619209654,0.5757207736396166
10,73,0.0,1.0
10,74,0.9931248663474738,0.0034434956574345144
10,75,0.3100495049393974,0.45006410474825925
10,76,0.49531004583296867,0.2977511915766386
10,77,0.24569213796564138,0.5043265813404543
10,78,0.8296814980265967,0.0986026216225266
10,79,0.5285855168299423,0.27296113114225984
10,80,0.34029147350434913,0.416654927590582
10,81,0.03553052858575717,0.8171045012212754
10,82,0.9661196123668745,0.01708616228741877
10,83,0.7871338957750708,0.11323042083778467
10,84,0.9570623466210382,0.0217043664510006
10,85,1.0,0.0
10,86,0.1425844197076731,0.6223964781577467
10,87,0.0,1.0
10,88,0.5,0.2928932188134524
10,89,0.12694059989350148,0.6443673101128462
10,90,0.0,1.0
10,91,0.6915446236041201,0.16840837930861763
10,92,0.07481008256578768,0.7264856812417535
10,93,0.12077799144859702,0.6555636985618453
10,94,0.09916155964563661,0.7105482325881717
10,95,0.27487657948861344,0.47571326596163677
10,96,0.022541826164837936,0.8498606441840184
10,97,0.5120501254627245,0.28442322182541124
10,98,0.839576925163406,0.09232501018015213
10,99,0.0,1.0
11,0,0.005793927290062284,0.9675230579419036
11,1,0.1333509054801168,0.6354474243397824
11,2,0.15985144597332687,0.6046081929541339
11,3,0.011535392316271376,0.8925970562960616
11,4,0.008553052443329774,0.9226344664276989
11,5,0.8740452295981174,0.06509613884735865
11,6,0.11455790446436531,0.6641449757179625
11,7,0.04786306634882259,0.8150870734833805
11,8,0.05226308091750065,0.7891562785834474
11,9,0.6524507871952138,0.19451076524981334
11,10,0.727051950637961,0.14732658617852934
11,11,0.5089098205744204,0.2866208437482769
11,12,0.5,0.2928932188134524
11,13,0.5085530524433298,0.28744448912845694
11,14,0.0624257526128469,0.7513401176278812
11,15,0.1230595834502117,0.6492015059179819
11,16,0.016656619967820335,0.8762023375993315
11,17,0.0,1.0
11,18,0.3428899507190637,0.41443194185554855
11,19,0.1705989801668797,0.5869637059931904
11,20,1.0,0.0
11,21,1.0,0.0
11,22,0.8986568038916789,0.05202489278901479
11,23,0.06057451451425813,0.756378216629349
11,24,1.0,0.0
11,25,0.40699967979627244,0.36536810972131123
11,26,0.5030962260221732,0.29070723532368303
11,27,0.7712712987822853,0.12996099085102125
11,28,0.2544944847829391,0.49965986924021555
11,29,0.17494929012635407,0.5817306010160986
11,30,1.0,0.0
11,31,0.6136698576655037,0.22502237844121556
11,32,0.28713389577507076,0.4658076428403212
11,33,0.9425720722851636,0.029970947747236514
11,34,0.6230595834502117,0.21065876615356538
11,35,0.5087126720708144,0.28675903646045797
11,36,0.20323932616373552,0.5509717832723959
11,37,0.6184032885981374,0.2240602973187266
11,38,0.11065528646497119,0.66735110632234
11,39,0.7748765794886134,0.1197292578481246
11,40,0.22123371872335476,0.5296451140645451
11,41,0.3529354947652777,0.4059162561008106
11,42,0.2027783943987601,0.569058939487613
11,43,0.7165416767888778,0.15351215201346347
11,44,0.5623083956793775,0.2501277470932949
11,45,0.1800128619209654,0.5757207736396166
11,46,0.9931248663474738,0.0034434956574345144
11,47,0.3100495049393974,0.45006410474825925
11,48,0.49531004583296867,0.2977511915766386
11,49,0.8296814980265967,0.0986026216225266
11,50,0.5285855168299423,0.27296113114225984
11,51,0.34029147350434913,0.416654927590582
11,52,0.03553052858575717,0.8171045012212754
11,53,0.9661196123668745,0.01708616228741877
11,54,0.7871338957750708,0.11323042083778467
11,55,0.9570623466210382,0.0217043664510006
11,56,1.0,0.0
11,57,0.1425844197076731,0.6223964781577467
11,58,0.0,1.0
11,59,0.07481008256578768,0.7264856812417535
11,60,0.12077799144859702,0.6555636985618453
11,61,0.09916155964563661,0.7105482325881717
11,62,0.022541826164837936,0.8498606441840184
11,63,0.5120501254627245,0.28442322182541124
11,64,0.839576925163406,0.09232501018015213
11,65,0.0,1.0
11,66,0.7816201492297018,0.1159071602881846
11,67,0.6991732857276514,0.16758033626943813
11,68,0.0,1.0
11,69,0.9174262405782936,0.04217629984516802
11,70,0.5,0.2928932188134524
11,71,0.15427285202238336,0.6220711131046929
11,72,0.32461554304974705,0.43070538794114566
11,73,0.9789745562274333,0.013595403905215584
11,74,0.3534911603606606,0.40544877398102985
11,75,0.5446353895448632,0.2620058336647483
11,76,0.0,1.0
11,77,1.0,0.0
11,78,0.9953100458329687,0.0023477330086556503
11,79,0.41298852056869484,0.35735817085355015
11,80,0.7531360257629729,0.1321658996311721
11,81,0.9122385977484336,0.04966868419217175
11,82,0.0,1.0
11,83,0.8546768156745386,0.07551267414066809
11,84,0.5,0.2928932188134524
11,85,0.5,0.2928932188134524
11,86,0.7054768267097489,0.16007332063462298
11,87,0.6269405998935015,0.20820419305637805
11,88,0.7520608512310712,0.1330502262726773
11,89,0.554117386301747,0.25560938593924565
11,90,0.0,1.0
11,91,0.2362610943924287,0.5139330350739431
11,92,0.5748100825657877,0.2418376937846437
11,93,0.0,1.0
11,94,0.5991615596456366,0.22729930841008694
11,95,0.5225418261648379,0.27712945407573986
11,96,0.2753273245561514,0.4752835770093037
11,97,0.713478506038563,0.15532343110598656
11,98,0.46108929874213544,0.3231405528690892
11,99,0.10948057879470824,0.6691215044843376
12,0,0.011535392316271376,0.8925970562960616
12,1,0.008553052443329774,0.9226344664276989
12,2,0.8740452295981174,0.06509613884735865
12,3,0.11455790446436531,0.6641449757179625
12,4,0.04786306634882259,0.8150870734833805
12,5,0.05226308091750065,0.7891562785834474
12,6,0.6524507871952138,0.19451076524981334
12,7,0.5089098205744204,0.2866208437482769
12,8,0.5085530524433298,0.28744448912845694
12,9,0.0624257526128469,0.7513401176278812
12,10,0.1230595834502117,0.6492015059179819
12,11,0.016656619967820335,0.8762023375993315
12,12,0.0,1.0
12,13,1.0,0.0
12,14,1.0,0.0
12,15,0.8986568038916789,0.05202489278901479
12,16,0.06057451451425813,0.756378216629349
12,17,1.0,0.0
12,18,0.5030962260221732,0.29070723532368303
12,19,0.7712712987822853,0.12996099085102125
12,20,0.2544944847829391,0.49965986924021555
12,21,0.6136698576655037,0.22502237844121556
12,22,0.28713389577507076,0.4658076428403212
12,23,0.9425720722851636,0.029970947747236514
12,24,0.6230595834502117,0.21065876615356538
12,25,0.6184032885981374,0.2240602973187266
12,26,0.7748765794886134,0.1197292578481246
12,27,0.22123371872335476,0.5296451140645451
12,28,0.2027783943987601,0.569058939487613
12,29,0.7165416767888778,0.15351215201346347
12,30,0.5623083956793775,0.2501277470932949
12,31,0.1800128619209654,0.5757207736396166
12,32,0.9931248663474738,0.0034434956574345144
12,33,0.5285855168299423,0.27296113114225984
12,34,0.34029147350434913,0.416654927590582
12,35,0.03553052858575717,0.8171045012212754
12,36,0.9661196123668745,0.01708616228741877
12,37,0.7871338957750708,0.11323042083778467
12,38,0.9570623466210382,0.0217043664510006
12,39,0.1425844197076731,0.6223964781577467
12,40,0.0,1.0
12,41,0.022541826164837936,0.8498606441840184
12,42,0.5120501254627245,0.28442322182541124
12,43,0.0,1.0
12,44,0.15427285202238336,0.6220711131046929
12,45,0.32461554304974705,0.43070538794114566
12,46,0.9789745562274333,0.013595403905215584
12,47,0.3534911603606606,0.40544877398102985
12,48,0.5446353895448632,0.2620058336647483
12,49,1.0,0.0
12,50,0.9953100458329687,0.0023477330086556503
12,51,0.7531360257629729,0.1321658996311721
12,52,0.0,1.0
12,53,0.8546768156745386,0.07551267414066809
12,54,0.5,0.2928932188134524
12,55,0.7520608512310712,0.1330502262726773
12,56,0.554117386301747,0.25560938593924565
12,57,0.0,1.0
12,58,0.2362610943924287,0.5139330350739431
12,59,0.5748100825657877,0.2418376937846437
12,60,0.5991615596456366,0.22729930841008694
12,61,0.5225418261648379,0.27712945407573986
12,62,0.2753273245561514,0.4752835770093037
12,63,0.713478506038563,0.15532343110598656
12,64,0.10948057879470824,0.6691215044843376
12,65,0.4174262405782936,0.3539146801092803
12,66,0.11827927695166218,0.662417571741806
12,67,0.1187913380850833,0.6553388068188075
12,68,0.309640020374893,0.4435469288656113
12,69,0.863782441637955,0.07060103204385093
12,70,0.9606588352244239,0.019867950108545918
12,71,0.5,0.2928932188134524
12,72,0.6394611177677872,0.20033687232198383
12,73,0.5,0.2928932188134524
12,74,0.5,0.2928932188134524
12,75,1.0,0.0
12,76,0.8562057019351577,0.07468616030280961
12,77,0.02785938717991294,0.8330886846858101
12,78,0.009832931119375776,0.9008388628575903
12,79,0.873006864287251,0.06565163654702588
12,80,0.5978971496877493,0.23667384309020478
12,81,0.23438011004431572,0.5158718041217639
12,82,0.0,1.0
12,83,0.5700516435264824,0.24498235548665326
12,84,0.910900560187115,0.04558889351227946
12,85,0.3496601073249829,0.4086793532059083
12,86,0.12694059989350148,0.6437127564822149
12,87,0.4346976245959413,0.3406839721378364
12,88,0.13244726878150526,0.636066944642967
12,89,0.7362610943924287,0.14194342005178429
12,90,0.0017756369873179745,0.9578616921635672
12,91,0.4759948256600407,0.31007621749932357
12,92,0.3115304163701731,0.4418509013084648
12,93,0.970542541105454,0.016055349398887354
12,94,0.0,1.0
12,95,0.011506171228391343,0.8927331774107606
12,96,0.6987451325638124,0.16409023659020916
12,97,0.213478506038563,0.5379626573115945
12,98,0.15747240462699363,0.6046206313366381
12,99,0.4742539297987863,0.31133903130873875
13,0,0.011535392316271376,0.8925970562960616
13,1,0.008553052443329774,0.9226344664276989
13,2,0.8740452295981174,0.06509613884735865
13,3,0.05226308091750065,0.7891562785834474
13,4,0.5089098205744204,0.2866208437482769
13,5,0.0624257526128469,0.7513401176278812
13,6,0.1230595834502117,0.6492015059179819
13,7,0.016656619967820335,0.8762023375993315
13,8,1.0,0.0
13,9,1.0,0.0
13,10,1.0,0.0
13,11,0.2544944847829391,0.49965986924021555
13,12,0.6136698576655037,0.22502237844121556
13,13,0.6230595834502117,0.21065876615356538
13,14,0.6184032885981374,0.2240602973187266
13,15,0.7748765794886134,0.1197292578481246
13,16,0.2027783943987601,0.569058939487613
13,17,0.5623083956793775,0.2501277470932949
13,18,0.5285855168299423,0.27296113114225984
13,19,0.34029147350434913,0.416654927590582
13,20,0.03553052858575717,0.8171045012212754
13,21,0.9661196123668745,0.01708616228741877
13,22,0.7871338957750708,0.11323042083778467
13,23,0.9570623466210382,0.0217043664510006
13,24,0.1425844197076731,0.6223964781577467
13,25,0.0,1.0
13,26,0.022541826164837936,0.8498606441840184
13,27,0.5120501254627245,0.28442322182541124
13,28,0.15427285202238336,0.6220711131046929
13,29,0.9789745562274333,0.013595403905215584
13,30,0.3534911603606606,0.40544877398102985
13,31,0.5446353895448632,0.2620058336647483
13,32,1.0,0.0
13,33,0.9953100458329687,0.0023477330086556503
13,34,0.0,1.0
13,35,0.0,1.0
13,36,0.2362610943924287,0.5139330350739431
13,37,0.5748100825657877,0.2418376937846437
13,38,0.5991615596456366,0.22729930841008694
13,39,0.5225418261648379,0.27712945407573986
13,40,0.2753273245561514,0.4752835770093037
13,41,0.713478506038563,0.15532343110598656
13,42,0.309640020374893,0.4435469288656113
13,43,0.863782441637955,0.07060103204385093
13,44,0.9606588352244239,0.019867950108545918
13,45,0.5,0.2928932188134524
13,46,1.0,0.0
13,47,0.02785938717991294,0.8330886846858101
13,48,0.009832931119375776,0.9008388628575903
13,49,0.873006864287251,0.06565163654702588
13,50,0.5700516435264824,0.24498235548665326
13,51,0.0017756369873179745,0.9578616921635672
13,52,0.4759948256600407,0.31007621749932357
13,53,0.970542541105454,0.016055349398887354
13,54,0.0,1.0
13,55,0.011506171228391343,0.8927331774107606
13,56,0.213478506038563,0.5379626573115945
13,57,0.04061742671322638,0.7984623441804823
13,58,0.7736846262510929,0.12040655627097074
13,59,0.8013217147726182,0.10483425290473825
13,60,0.799358573756528,0.10597487877308953
13,61,0.0,1.0
13,62,0.6604036721527781,0.18734775447748986
13,63,0.49374167221110066,0.3008900123845705
13,64,0.24582951499473377,0.5064536133079689
13,65,0.08546492883185419,0.7076561462389637
13,66,0.6187913380850834,0.213367088099485
13,67,0.0,1.0
13,68,0.5,0.2928932188134524
13,69,0.5474523425074731,0.260099775302458
13,70,0.44394647482504884,0.3337069152204498
13,71,0.7879088951608288,0.11235767611000613
13,72,0.8806629824065502,0.06318525966742009
13,73,0.9183111223073028,0.04171448810529188
13,74,0.6588983832018245,0.18827444095813728
13,75,0.4152741914450405,0.35558228496957
13,76,0.09789714968774932,0.6911896026078748
13,77,0.09029893885255064,0.6995021816176519
13,78,0.6387772198322835,0.20076460299090637
13,79,0.41502612216151646,0.3885264985052883
13,80,0.08912842415698968,0.7068043966609983
13,81,0.08185125774367141,0.7139034118629315
13,82,0.7343801100443157,0.1430401934487734
13,83,0.5,0.2928932188134524
13,84,0.0,1.0
13,85,0.2282450569657598,0.5246803316587868
13,86,0.20552595731793422,0.5466502924695614
13,87,1.0,0.0
13,88,0.8559770941473754,0.0764371735669538
13,89,0.6324472687815053,0.20473446649467753
13,90,0.8631225733065427,0.07095609721254681
13,91,0.4695468220388219,0.31476513366669534
13,92,0.31811695535734585,0.4359814228614931
13,93,0.36260300090883785,0.3978347395366968
13,94,0.10658218281713189,0.6735307322011276
13,95,0.2979822620758362,0.45412248436500313
13,96,0.1756502245112641,0.5808935403608481
13,97,0.5405393679122553,0.27205354099638596
13,98,0.026229331102512216,0.8459001847924369
13,99,0.0,1.0
14,0,0.011535392316271376,0.8925970562960616
14,1,0.008553052443329774,0.9226344664276989
14,2,0.8740452295981174,0.06509613884735865
14,3,0.5089098205744204,0.2866208437482769
14,4,0.0624257526128469,0.7513401176278812
14,5,0.1230595834502117,0.6492015059179819
14,6,0.016656619967820335,0.8762023375993315
14,7,1.0,0.0
14,8,1.0,0.0
14,9,1.0,0.0
14,10,0.2544944847829391,0.49965986924021555
14,11,0.6184032885981374,0.2240602973187266
14,12,0.7748765794886134,0.1197292578481246
14,13,0.5623083956793775,0.2501277470932949
14,14,0.5285855168299423,0.27296113114225984
14,15,0.03553052858575717,0.8171045012212754
14,16,0.9661196123668745,0.01708616228741877
14,17,0.1425844197076731,0.6223964781577467
14,18,0.022541826164837936,0.8498606441840184
14,19,0.5120501254627245,0.28442322182541124
14,20,0.9789745562274333,0.013595403905215584
14,21,0.3534911603606606,0.40544877398102985
14,22,0.5446353895448632,0.2620058336647483
14,23,1.0,0.0
14,24,0.9953100458329687,0.0023477330086556503
14,25,0.0,1.0
14,26,0.2362610943924287,0.5139330350739431
14,27,0.5748100825657877,0.2418376937846437
14,28,0.5225418261648379,0.27712945407573986
14,29,0.863782441637955,0.07060103204385093
14,30,0.9606588352244239,0.019867950108545918
14,31,0.5,0.2928932188134524
14,32,1.0,0.0
14,33,0.02785938717991294,0.8330886846858101
14,34,0.009832931119375776,0.9008388628575903
14,35,0.873006864287251,0.06565163654702588
14,36,0.5700516435264824,0.24498235548665326
14,37,0.0017756369873179745,0.9578616921635672
14,38,0.011506171228391343,0.8927331774107606
14,39,0.213478506038563,0.5379626573115945
14,40,0.04061742671322638,0.7984623441804823
14,41,0.7736846262510929,0.12040655627097074
14,42,0.0,1.0
14,43,0.6604036721527781,0.18734775447748986
14,44,0.49374167221110066,0.3008900123845705
